Position,Win Probability,Average Score,Was Reached?,1,2,3,4,5,6,7,8,9,10,11,12
1 2 4 5 7 8,0.0428233,13.8651,No,N/A,2,1 2,4,1 4,2 4,1 2 4,1 2 5,4 5,1 4 5,2 4 5,1 2 4 5
1 3,0.0925926,3.49074,No,N/A,N/A,3,1 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2 3 4 5 8,0.0529161,11.0685,No,N/A,2,3,4,2 3,2 4,3 4,3 5,2 3 4,2 3 5,2 4 5,3 4 5
3 4 5 7,0.0728738,10.5391,No,N/A,N/A,3,4,5,N/A,3 4,3 5,4 5,3 7,4 7,3 4 5
2 5 8,0.0673868,10.518,No,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,2 8,N/A,N/A
2 3 7 8,0.0549983,11.649,No,N/A,2,3,N/A,2 3,N/A,7,8,2 7,3 7,3 8,2 3 7
1 2 5 6 7 8,0.0281556,16.8678,No,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,1 2 6,1 2 7,5 6,1 5 6
1 2 4 7,0.127443,5.28807,No,N/A,2,1 2,4,1 4,2 4,1 2 4,1 7,2 7,1 2 7,4 7,1 4 7
2 3 5,0.122599,5.86163,No,N/A,2,3,N/A,2 3,N/A,2 5,3 5,N/A,2 3 5,N/A,N/A
1 2 4 5 7,0.0954682,8.20277,No,N/A,2,1 2,4,1 4,2 4,1 2 4,1 2 5,4 5,1 4 5,2 4 5,1 2 4 5
1 3 4 5 6 7,0.0526954,12.6556,No,N/A,N/A,3,1 3,1 4,1 5,3 4,1 3 4,1 3 5,1 4 5,1 4 6,3 4 5
2 3 6 8,0.0526454,12.0154,No,N/A,2,3,N/A,2 3,6,N/A,2 6,3 6,2 8,2 3 6,N/A
1 2 3 6 7 8,0.0448883,13.745,No,N/A,2,1 2,1 3,2 3,1 2 3,1 6,2 6,1 2 6,1 3 6,2 3 6,1 2 3 6
2 3 4,0.155093,4.63812,No,N/A,2,3,4,2 3,2 4,3 4,N/A,2 3 4,N/A,N/A,N/A
2 4 6 7,0.0736025,10.3092,No,N/A,2,N/A,4,N/A,2 4,7,2 6,2 7,4 6,4 7,2 4 6
2 3 5 6 8,0.0408232,13.8236,No,N/A,2,3,N/A,2 3,6,2 5,3 5,3 6,2 3 5,2 3 6,N/A
1 2 3 5 8,0.0776086,9.12586,No,N/A,2,1 2,1 3,2 3,1 2 3,2 5,1 2 5,1 3 5,2 3 5,1 2 3 5,1 3 8
2 3 4 5 7 8,0.0363727,14.7759,No,N/A,2,3,4,2 3,2 4,3 4,3 5,2 3 4,2 3 5,2 4 5,3 4 5
2 6,0.146605,5.96914,No,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,N/A,N/A,N/A
2 3 4 6,0.1249,5.97066,No,N/A,2,3,4,2 3,2 4,3 4,2 6,2 3 4,4 6,2 3 6,2 4 6
1 2 3 4 5 8,0.0541668,11.3111,No,N/A,2,1 2,1 3,2 3,1 2 3,1 2 4,1 3 4,2 3 4,1 2 3 4,1 2 3 5,1 2 4 5
3 4 5 6,0.102409,7.89986,No,N/A,N/A,3,4,5,6,3 4,3 5,4 5,4 6,5 6,3 4 5
3 5 7,0.0740741,9.92901,No,N/A,N/A,3,N/A,5,N/A,7,3 5,N/A,3 7,N/A,5 7
