Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
3 4 5 6 7 9,0.0315612,15.8056,N/A,N/A,3,4,5,6,7,3 5,9,4 6,4 7,3 9
1 3 4 5 6 7 9 11,0.0194805,20,N/A,N/A,3,4,5,6,7,3 5,9,4 6,11,1 11
3 4 5 6 7 9 12,0.00438334,27,N/A,N/A,3,4,5,6,7,3 5,9,4 6,4 7,12
1 3 4 5 6 7 9 11 12,0.0032138,30.9722,N/A,N/A,3,4,5,6,7,3 5,9,1 9,11,12
3 4 5 6 7 10 11,0.00586245,27.0556,N/A,N/A,3,4,5,6,7,3 5,3 6,10,11,5 7
3 4 5 6 7 10 11 12,0.00102557,37.9444,N/A,N/A,3,4,5,6,7,3 5,4 5,10,11,12
1 3 4 5 6 7 9 10,0.0274438,18.0556,N/A,N/A,3,4,5,6,7,3 5,9,10,1 10,3 9
1 3 4 5 6 7 9 10 12,0.00475563,29,N/A,N/A,3,4,5,6,7,3 5,9,10,1 10,12
3 4 5 6 7 9 11,0.00849467,25.1111,N/A,N/A,3,4,5,6,7,3 5,9,4 6,11,3 9
3 4 5 6 7 9 11 12,0.00142682,36.0278,N/A,N/A,3,4,5,6,7,3 5,9,4 6,11,12
3 4 5 6 7 9 10,0.0120085,23.3611,N/A,N/A,3,4,5,6,7,3 5,9,10,4 7,3 9
1 3 4 5 6 7 9 10 11,0.00964371,26.8611,N/A,N/A,3,4,5,6,7,3 5,9,10,11,1 11
3 4 5 6 7 9 10 12,0.00201555,34.3056,N/A,N/A,3,4,5,6,7,3 5,9,10,4 7,12
1 3 4 5 6 7 9 10 11 12,0.00185503,37.9444,N/A,N/A,3,4,5,6,7,3 5,9,10,11,12
3 4 5 6 8 9 10 11,0.00306983,33.9722,N/A,N/A,3,4,5,6,3 4,8,9,10,11,3 9
3 4 5 6 8 9 10 11 12,0.000610313,44.7222,N/A,N/A,3,4,5,6,3 4,8,9,10,11,12
1 3 4 5 6 7 8,0.0781552,9.41667,N/A,N/A,3,4,5,6,7,8,1 8,4 6,3 8,4 8
1 3 4 5 6 7 8 12,0.0113086,20.4167,N/A,N/A,3,4,5,6,7,8,1 8,4 6,3 8,12
3 4 5 6 7 8,0.0441805,13.3056,N/A,N/A,3,4,5,6,7,8,4 5,3 7,3 8,4 8
1 3 4 5 6 7 8 11,0.0246077,18.5278,N/A,N/A,3,4,5,6,7,8,4 5,3 7,11,1 11
3 4 5 6 7 8 12,0.00615609,24.4722,N/A,N/A,3,4,5,6,7,8,4 5,3 7,3 8,12
1 3 4 5 6 7 8 11 12,0.00398162,29.2222,N/A,N/A,3,4,5,6,7,8,1 8,4 6,11,12
1 3 4 5 6 7 8 10,0.0363322,15.8056,N/A,N/A,3,4,5,6,7,8,3 6,10,1 10,4 8
1 3 4 5 6 7 8 10 12,0.00626277,26.6667,N/A,N/A,3,4,5,6,7,8,4 5,10,1 10,12
3 4 5 6 7 8 11,0.0114123,22.7778,N/A,N/A,3,4,5,6,7,8,4 5,3 7,11,4 8
3 4 5 6 7 8 11 12,0.00192051,33.6111,N/A,N/A,3,4,5,6,7,8,4 5,3 7,11,12
3 4 5 6 7 8 10,0.0169628,20.7222,N/A,N/A,3,4,5,6,7,8,4 5,10,3 8,4 8
1 3 4 5 6 7 8 10 11,0.0126081,24.6389,N/A,N/A,3,4,5,6,7,8,3 6,10,11,1 11
3 4 5 6 7 8 10 12,0.00285757,31.75,N/A,N/A,3,4,5,6,7,8,4 5,10,3 8,12
1 3 4 5 6 7 8 10 11 12,0.00239556,35.5278,N/A,N/A,3,4,5,6,7,8,3 6,10,11,12
3 4 5 6 7 9 10 11,0.00384916,32.5278,N/A,N/A,3,4,5,6,7,3 5,9,10,11,3 9
3 4 5 6 7 9 10 11 12,0.000759141,43.3056,N/A,N/A,3,4,5,6,7,3 5,9,10,11,12
1 3 4 5 6 7 8 9,0.0480434,13.8889,N/A,N/A,3,4,5,6,7,8,9,1 9,3 8,3 9
1 3 4 5 6 7 8 9 12,0.00815046,24.6944,N/A,N/A,3,4,5,6,7,8,9,1 9,3 8,12
3 4 5 6 7 8 9,0.0230239,18.8889,N/A,N/A,3,4,5,6,7,8,9,4 6,3 8,3 9
1 3 4 5 6 7 8 9 11,0.0171273,22.3056,N/A,N/A,3,4,5,6,7,8,9,1 9,11,1 11
3 4 5 6 7 8 9 12,0.00375285,30.1389,N/A,N/A,3,4,5,6,7,8,9,4 6,3 8,12
1 3 4 5 6 7 8 9 11 12,0.003247,32.8333,N/A,N/A,3,4,5,6,7,8,9,1 9,11,12
3 4 5 6 7 8 10 11,0.00527697,29.6944,N/A,N/A,3,4,5,6,7,8,3 6,10,11,4 8
3 4 5 6 7 8 10 11 12,0.00103992,40.3056,N/A,N/A,3,4,5,6,7,8,4 5,10,11,12
1 3 4 5 6 7 8 9 10,0.0247055,20.1111,N/A,N/A,3,4,5,6,7,8,9,10,1 10,3 9
1 3 4 5 6 7 8 9 10 12,0.00485795,30.75,N/A,N/A,3,4,5,6,7,8,9,10,1 10,12
3 4 5 6 7 8 9 11,0.00715492,27.8889,N/A,N/A,3,4,5,6,7,8,9,4 6,11,3 9
3 4 5 6 7 8 9 11 12,0.00136894,38.9444,N/A,N/A,3,4,5,6,7,8,9,4 6,11,12
3 4 5 6 7 8 9 10,0.0105406,25.5,N/A,N/A,3,4,5,6,7,8,9,10,5 6,3 9
1 3 4 5 6 7 8 9 10 11,0.00972721,28.3889,N/A,N/A,3,4,5,6,7,8,9,10,11,1 11
3 4 5 6 7 8 9 10 12,0.0020194,36.6944,N/A,N/A,3,4,5,6,7,8,9,10,3 8,12
1 3 4 5 6 7 8 9 10 11 12,0.00210376,39.0556,N/A,N/A,3,4,5,6,7,8,9,10,11,12
1 2,0.0601852,2.75,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 2 12,0.00334362,14.3333,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
2,0.0277778,1.94444,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 2 11,0.00823045,12.6667,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,1 11
2 12,0.00154321,13.5556,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
1 2 11 12,0.000621571,24.5556,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,12
1 2 10,0.0177469,10.7222,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,10,1 10,2 10
1 2 10 12,0.00122171,22.6111,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,10,1 10,12
2 11,0.00308642,12.25,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A
2 11 12,0.000257202,23.8611,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,12
2 10,0.0324074,10.6667,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,2 10
1 2 10 11,0.00347222,21.4722,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,10,11,2 10
2 10 12,0.00115741,22.5833,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,12
1 2 10 11 12,0.000275063,33.3333,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,10,11,12
1 2 9,0.0550412,8.63889,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,1 9,2 9,1 2 9
1 2 9 12,0.00278635,20.4444,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,1 9,2 9,12
2 9,0.0617284,9.19444,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,N/A,2 9,N/A
1 2 9 11,0.00711591,19.1944,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,1 9,11,1 11
2 9 12,0.00360082,20.7222,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,N/A,2 9,12
1 2 9 11 12,0.000533455,31,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,1 9,11,12
2 10 11,0.00385802,20.8889,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,11,2 10
2 10 11 12,0.000214335,32.7222,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,11,12
1 2 9 10,0.0148963,17.9167,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,10,2 9,2 10
1 2 9 10 12,0.00113359,29.8056,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,10,2 9,12
2 9 11,0.00411523,20.0556,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,N/A,11,N/A
2 9 11 12,0.000371513,31.4722,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,N/A,11,12
2 9 10,0.0169753,17.6111,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,10,2 9,2 10
1 2 9 10 11,0.00258154,28.6667,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,10,11,2 10
2 9 10 12,0.00120027,29.3889,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,10,2 9,12
1 2 9 10 11 12,0.000239473,40.5833,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,10,11,12
1 2 8,0.0923354,6.69444,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,2 8,1 2 8,N/A
1 2 8 12,0.0057656,18.1667,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,2 8,1 2 8,12
2 8,0.0910494,7.80556,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,2 8,N/A,N/A
1 2 8 11,0.0137174,16.8333,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,2 8,11,1 11
2 8 12,0.00527263,19.3056,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,2 8,N/A,12
1 2 8 11 12,0.00103833,28.5,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,2 8,11,12
1 2 8 10,0.0248843,15.2778,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,10,1 10,2 10
1 2 8 10 12,0.00195759,27.1944,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,10,1 10,12
2 8 11,0.0105453,17.9444,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,2 8,11,N/A
2 8 11 12,0.000914495,29.25,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,2 8,11,12
2 8 10,0.0165895,17,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,10,N/A,2 10
1 2 8 10 11,0.00447245,25.8056,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,10,11,2 10
2 8 10 12,0.00111454,28.9722,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,10,N/A,12
1 2 8 10 11 12,0.000423807,37.7222,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,10,11,12
2 9 10 11,0.00214335,28.3056,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,10,11,2 10
2 9 10 11 12,0.00019052,40.1389,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,10,11,12
1 2 8 9,0.0405521,14.1111,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,2 8,2 9,1 2 9
1 2 8 9 12,0.00327694,25.8333,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,2 8,2 9,12
2 8 9,0.0365226,14.5,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,2 8,2 9,N/A
1 2 8 9 11,0.00778273,24.4722,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,2 8,11,1 11
2 8 9 12,0.003115,25.7778,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,2 8,2 9,12
1 2 8 9 11 12,0.00074435,36.3056,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,2 8,11,12
2 8 10 11,0.00287209,26.9722,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,10,11,2 10
2 8 10 11 12,0.000259583,38.8333,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,10,11,12
1 2 8 9 10,0.0122159,23.25,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,10,2 9,2 10
1 2 8 9 10 12,0.00124833,35.0278,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,10,2 9,12
2 8 9 11,0.00494399,25.1111,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,2 8,11,N/A
2 8 9 11 12,0.000565209,36.3333,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,2 8,11,12
2 8 9 10,0.00960219,23.3889,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,10,2 9,2 10
1 2 8 9 10 11,0.00262924,33.8056,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,10,11,1 11
2 8 9 10 12,0.000947836,35.0833,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,10,2 9,12
1 2 8 9 10 11 12,0.000308084,45.6944,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,10,11,12
1 2 7,0.12963,5.05556,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,1 2 7,N/A,N/A
1 2 7 12,0.00797325,16.5,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,1 2 7,N/A,12
2 7,0.12037,6.55556,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,N/A,N/A,N/A
1 2 7 11,0.0228909,14.4167,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,1 2 7,11,1 11
2 7 12,0.00694444,18.0278,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,N/A,N/A,12
1 2 7 11 12,0.00175754,25.8889,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,1 2 7,11,12
1 2 7 10,0.0401235,12.75,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,10,1 10,2 10
1 2 7 10 12,0.00319359,24.5,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,10,1 10,12
2 7 11,0.0138889,16.6389,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,N/A,11,N/A
2 7 11 12,0.00120027,27.9167,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,N/A,11,12
2 7 10,0.0300926,14.7778,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,10,N/A,2 10
1 2 7 10 11,0.00760888,23.0278,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,10,11,1 11
2 7 10 12,0.00218621,26.5833,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,10,N/A,12
1 2 7 10 11 12,0.000726357,34.75,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,10,11,12
1 2 7 9,0.059928,11.4167,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,1 9,2 9,1 2 9
1 2 7 9 12,0.0049297,22.9444,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,1 9,2 9,12
2 7 9,0.0339506,14.3056,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,N/A,2 9,N/A
1 2 7 9 11,0.0104595,21.6667,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,1 9,11,1 11
2 7 9 12,0.00291495,25.6667,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,N/A,2 9,12
1 2 7 9 11 12,0.00107644,33.0833,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,1 9,11,12
2 7 10 11,0.00514403,24.4722,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,10,11,2 10
2 7 10 11 12,0.000500114,36.1944,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,10,11,12
1 2 7 9 10,0.0197045,19.8611,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,10,2 9,2 10
1 2 7 9 10 12,0.00199847,31.5833,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,10,2 9,12
2 7 9 11,0.00428669,25.0556,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,N/A,11,N/A
2 7 9 11 12,0.000495351,36.25,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,N/A,11,12
2 7 9 10,0.0118313,22.0556,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,10,2 9,2 10
1 2 7 9 10 11,0.00416603,30.3611,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,10,11,2 10
2 7 9 10 12,0.0011717,33.8889,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,10,2 9,12
1 2 7 9 10 11 12,0.000494954,42.1667,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,10,11,12
2 8 9 10 11,0.00175278,33.9444,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,10,11,2 10
2 8 9 10 11 12,0.000210366,45.75,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,10,11,12
1 2 7 8,0.0758102,10.5278,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,2 8,1 2 8,N/A
1 2 7 8 12,0.00665152,21.7778,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,2 8,1 2 8,12
2 7 8,0.0625,11.4444,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,2 8,N/A,N/A
1 2 7 8 11,0.0170753,19.9444,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,2 8,11,1 11
2 7 8 12,0.0053155,22.9167,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,2 8,N/A,12
1 2 7 8 11 12,0.00168213,31.5,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,2 8,11,12
1 2 7 8 10,0.0267918,18.4167,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,10,1 10,2 10
1 2 7 8 10 12,0.00285839,30.1389,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,10,1 10,12
2 7 8 11,0.010631,21.0833,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,2 8,11,N/A
2 7 8 11 12,0.00120504,32.2222,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,2 8,11,12
2 7 8 10,0.0163323,20.25,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,10,N/A,2 10
1 2 7 8 10 11,0.00624012,28.6111,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,10,11,1 11
2 7 8 10 12,0.00163609,31.8889,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,10,N/A,12
1 2 7 8 10 11 12,0.000757018,40.3056,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,10,11,12
2 7 9 10 11,0.00217193,32.7222,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,10,11,2 10
2 7 9 10 11 12,0.000261965,44.5,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,10,11,12
1 2 7 8 9,0.0353509,17.3889,N/A,2,1 2,N/A,N/A,N/A,7,8,9,2 8,2 9,1 2 9
1 2 7 8 9 12,0.00387628,28.6944,N/A,2,1 2,N/A,N/A,N/A,7,8,9,2 8,2 9,12
2 7 8 9,0.023834,18.6111,N/A,2,N/A,N/A,N/A,N/A,7,8,9,2 8,2 9,N/A
1 2 7 8 9 11,0.00883377,27.1667,N/A,2,1 2,N/A,N/A,N/A,7,8,9,2 8,11,1 11
2 7 8 9 12,0.00269585,29.4722,N/A,2,N/A,N/A,N/A,N/A,7,8,9,2 8,2 9,12
1 2 7 8 9 11 12,0.00108821,38.9444,N/A,2,1 2,N/A,N/A,N/A,7,8,9,2 8,11,12
2 7 8 10 11,0.00370085,29.5278,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,10,11,2 10
2 7 8 10 11 12,0.000464392,41.2222,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,10,11,12
1 2 7 8 9 10,0.0133378,25.9444,N/A,2,1 2,N/A,N/A,N/A,7,8,9,10,1 10,2 10
1 2 7 8 9 10 12,0.00172639,37.5833,N/A,2,1 2,N/A,N/A,N/A,7,8,9,10,1 10,12
2 7 8 9 11,0.00453437,29.1111,N/A,2,N/A,N/A,N/A,N/A,7,8,9,2 8,11,N/A
2 7 8 9 11 12,0.000643004,39.9722,N/A,2,N/A,N/A,N/A,N/A,7,8,9,2 8,11,12
2 7 8 9 10,0.00825903,27,N/A,2,N/A,N/A,N/A,N/A,7,8,9,10,2 9,2 10
1 2 7 8 9 10 11,0.00358309,36.2222,N/A,2,1 2,N/A,N/A,N/A,7,8,9,10,11,1 11
2 7 8 9 10 12,0.00104786,38.5278,N/A,2,N/A,N/A,N/A,N/A,7,8,9,10,2 9,12
1 2 7 8 9 10 11 12,0.000516404,47.9722,N/A,2,1 2,N/A,N/A,N/A,7,8,9,10,11,12
1 2 6,0.160237,4.08333,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,N/A,N/A,N/A
1 2 6 12,0.00962363,15.4444,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,N/A,N/A,12
2 6,0.146605,5.83333,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,N/A,N/A,N/A
1 2 6 11,0.0276063,13.4444,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,N/A,11,1 11
2 6 12,0.00835905,17.25,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,N/A,N/A,12
1 2 6 11 12,0.00208143,24.8056,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,N/A,11,12
1 2 6 10,0.0561343,10.8333,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,10,1 10,2 10
1 2 6 10 12,0.00445459,22.4167,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,10,1 10,12
2 6 11,0.0167181,15.8889,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,N/A,11,N/A
2 6 11 12,0.0014289,27.1389,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,N/A,11,12
2 6 10,0.0327932,14.0833,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,10,N/A,2 10
1 2 6 10 11,0.0102202,20.9444,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,10,11,1 11
2 6 10 12,0.00246485,25.8333,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,10,N/A,12
1 2 6 10 11 12,0.000991893,32.3889,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,10,11,12
1 2 6 9,0.0800326,9.41667,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,1 9,2 9,1 2 9
1 2 6 9 12,0.00664199,20.75,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,1 9,2 9,12
2 6 9,0.0488683,12.5,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,N/A,2 9,N/A
1 2 6 9 11,0.0150272,19.2778,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,1 9,11,1 11
2 6 9 12,0.0041438,23.6944,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,N/A,2 9,12
1 2 6 9 11 12,0.00150881,30.7778,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,1 9,11,12
2 6 10 11,0.0055727,23.8333,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,10,11,2 10
2 6 10 11 12,0.000559652,35.5,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,10,11,12
1 2 6 9 10,0.026387,17.5278,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,10,1 10,2 10
1 2 6 9 10 12,0.0027331,29,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,10,1 10,12
2 6 9 11,0.0070016,23,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,N/A,11,N/A
2 6 9 11 12,0.000793832,34.1944,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,N/A,11,12
2 6 9 10,0.0150034,20.0833,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,10,2 9,2 10
1 2 6 9 10 11,0.00579365,27.7222,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,10,11,1 11
2 6 9 10 12,0.00154797,31.6944,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,10,2 9,12
1 2 6 9 10 11 12,0.000695926,39.4444,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,10,11,12
1 2 6 8,0.094543,8.36111,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,2 8,1 2 8,N/A
1 2 6 8 12,0.0082507,19.5833,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,2 8,1 2 8,12
2 6 8,0.0456533,12.1667,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,2 8,N/A,N/A
1 2 6 8 11,0.0191091,17.5833,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,2 8,11,1 11
2 6 8 12,0.00389375,23.6389,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,2 8,N/A,12
1 2 6 8 11 12,0.00199457,29.1944,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,2 8,11,12
1 2 6 8 10,0.031693,16.25,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,10,1 10,2 10
1 2 6 8 10 12,0.00327833,27.6111,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,10,1 10,12
2 6 8 11,0.00778749,21.9444,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,2 8,11,N/A
2 6 8 11 12,0.000885123,33.3056,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,2 8,11,12
2 6 8 10,0.0120027,21.3333,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,10,N/A,2 10
1 2 6 8 10 11,0.00726565,25.7222,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,10,11,2 10
2 6 8 10 12,0.00118479,32.8889,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,10,N/A,12
1 2 6 8 10 11 12,0.000891518,37.4444,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,10,11,12
2 6 9 10 11,0.00295306,30.5278,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,10,11,2 10
2 6 9 10 11 12,0.00037707,42.1111,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,10,11,12
1 2 6 8 9,0.0461129,14.6389,N/A,2,1 2,N/A,N/A,6,1 6,8,9,2 8,2 9,1 2 9
1 2 6 8 9 12,0.0051144,25.7222,N/A,2,1 2,N/A,N/A,6,1 6,8,9,2 8,2 9,12
2 6 8 9,0.022005,18.1667,N/A,2,N/A,N/A,N/A,6,N/A,8,9,2 8,2 9,N/A
1 2 6 8 9 11,0.0108083,24.3889,N/A,2,1 2,N/A,N/A,6,1 6,8,9,2 8,11,1 11
2 6 8 9 12,0.00248469,29.25,N/A,2,N/A,N/A,N/A,6,N/A,8,9,2 8,2 9,12
1 2 6 8 9 11 12,0.0013784,35.7222,N/A,2,1 2,N/A,N/A,6,1 6,8,9,2 8,11,12
2 6 8 10 11,0.00272681,30.6667,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,10,11,2 10
2 6 8 10 11 12,0.000337379,42.5,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,10,11,12
1 2 6 8 9 10,0.0173158,22.8333,N/A,2,1 2,N/A,N/A,6,1 6,8,9,10,2 9,2 10
1 2 6 8 9 10 12,0.00223061,34.3056,N/A,2,1 2,N/A,N/A,6,1 6,8,9,10,2 9,12
2 6 8 9 11,0.00425494,28.6111,N/A,2,N/A,N/A,N/A,6,N/A,8,9,2 8,11,N/A
2 6 8 9 11 12,0.000601989,39.6944,N/A,2,N/A,N/A,N/A,6,N/A,8,9,2 8,11,12
