Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
|   | 2 |   |   |   |   | 7 |   |   |   |,0.12037,6.73611,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,N/A,N/A,N/A
| 1 | 2 |   |   |   |   | 7 |   |   | 10 |,0.0401235,13.2226,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   |   |   |   | 7 |   | 9 |   |,0.059928,11.8363,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   |   |   |   | 7 |   | 9 |   |,0.0339506,14.4985,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,N/A,2 9,N/A
| 1 | 2 |   |   |   |   | 7 |   | 9 | 10 |,0.0189472,20.5609,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,10,1 10,2 10
|   | 2 |   |   |   |   | 7 |   |   | 10 |,0.0300926,15.027,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,10,N/A,2 10
| 1 | 2 |   |   |   |   | 7 | 8 |   |   |,0.074267,11.0008,N/A,2,1 2,N/A,N/A,N/A,7,8,1 8,2 8,1 2 8,N/A
|   | 2 |   |   |   |   | 7 | 8 |   |   |,0.0625,11.8855,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,2 8,N/A,N/A
| 1 | 2 |   |   |   |   | 7 | 8 |   | 10 |,0.0258059,19.0695,N/A,2,1 2,N/A,N/A,N/A,7,8,1 8,10,1 10,2 10
| 1 | 2 |   |   |   |   | 7 | 8 | 9 |   |,0.0348365,17.8934,N/A,2,1 2,N/A,N/A,N/A,7,8,9,1 9,2 9,1 2 9
|   | 2 |   |   |   |   | 7 | 8 | 9 |   |,0.023834,18.9828,N/A,2,N/A,N/A,N/A,N/A,7,8,9,2 8,2 9,N/A
| 1 | 2 |   |   |   |   | 7 | 8 | 9 | 10 |,0.0130458,26.6239,N/A,2,1 2,N/A,N/A,N/A,7,8,9,10,1 10,2 10
|   | 2 |   |   |   |   |   | 8 |   | 10 |,0.0165895,17.2325,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,10,N/A,2 10
|   | 2 |   |   |   |   |   | 8 | 9 | 10 |,0.00960219,23.6532,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,10,2 9,2 10
| 1 | 2 |   |   |   | 6 |   |   |   |   |,0.160237,4.50026,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,N/A,N/A,N/A
|   | 2 |   |   |   | 6 |   |   |   |   |,0.146605,5.96914,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,N/A,N/A,N/A
| 1 | 2 |   |   |   | 6 |   |   |   | 10 |,0.0561343,11.3339,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,10,1 10,2 10
| 1 | 2 |   |   |   | 6 |   |   | 9 |   |,0.0800326,9.8654,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,1 9,2 9,1 2 9
|   | 2 |   |   |   | 6 |   |   | 9 |   |,0.0488683,12.6845,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,N/A,2 9,N/A
| 1 | 2 |   |   |   | 6 |   |   | 9 | 10 |,0.0263274,18.1746,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,10,1 10,2 10
|   | 2 |   |   |   | 6 |   |   |   | 10 |,0.0327932,14.3002,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,10,N/A,2 10
| 1 | 2 |   |   |   | 6 |   | 8 |   |   |,0.094543,9.00731,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,2 8,1 2 8,N/A
|   | 2 |   |   |   | 6 |   | 8 |   |   |,0.0456533,12.4705,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,2 8,N/A,N/A
| 1 | 2 |   |   |   | 6 |   | 8 |   | 10 |,0.031693,16.807,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 |   |   |   | 6 |   | 8 | 9 |   |,0.0443482,15.3449,N/A,2,1 2,N/A,N/A,6,1 6,8,9,1 9,2 9,1 2 9
|   | 2 |   |   |   | 6 |   | 8 | 9 |   |,0.022005,18.5681,N/A,2,N/A,N/A,N/A,6,N/A,8,9,2 8,2 9,N/A
| 1 | 2 |   |   |   | 6 |   | 8 | 9 | 10 |,0.0168362,23.6082,N/A,2,1 2,N/A,N/A,6,1 6,8,9,10,1 10,2 10
|   | 2 |   |   |   | 6 |   |   | 9 | 10 |,0.0150034,20.4694,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,10,2 9,2 10
| 1 | 2 |   |   |   | 6 | 7 |   |   |   |,0.102366,8.6427,N/A,2,1 2,N/A,N/A,6,7,1 7,2 7,1 2 7,N/A,N/A
|   | 2 |   |   |   | 6 | 7 |   |   |   |,0.0810185,9.86188,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,N/A,N/A,N/A
| 1 | 2 |   |   |   | 6 | 7 |   |   | 10 |,0.0411737,15.3211,N/A,2,1 2,N/A,N/A,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   |   |   | 6 | 7 |   | 9 |   |,0.0538409,13.9918,N/A,2,1 2,N/A,N/A,6,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   |   |   | 6 | 7 |   | 9 |   |,0.0300069,16.8663,N/A,2,N/A,N/A,N/A,6,7,2 6,9,N/A,2 9,N/A
| 1 | 2 |   |   |   | 6 | 7 |   | 9 | 10 |,0.0215025,21.892,N/A,2,1 2,N/A,N/A,6,7,1 7,9,10,1 10,2 10
|   | 2 |   |   |   | 6 | 7 |   |   | 10 |,0.0244342,17.3886,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,10,N/A,2 10
| 1 | 2 |   |   |   | 6 | 7 | 8 |   |   |,0.0601709,13.4673,N/A,2,1 2,N/A,N/A,6,7,8,1 8,2 8,1 2 8,N/A
|   | 2 |   |   |   | 6 | 7 | 8 |   |   |,0.0362226,15.4343,N/A,2,N/A,N/A,N/A,6,7,8,2 7,2 8,N/A,N/A
| 1 | 2 |   |   |   | 6 | 7 | 8 |   | 10 |,0.0262197,20.5439,N/A,2,1 2,N/A,N/A,6,7,8,1 8,10,1 10,2 10
| 1 | 2 |   |   |   | 6 | 7 | 8 | 9 |   |,0.0331052,19.4486,N/A,2,1 2,N/A,N/A,6,7,8,9,1 9,2 9,1 2 9
|   | 2 |   |   |   | 6 | 7 | 8 | 9 |   |,0.017766,21.7745,N/A,2,N/A,N/A,N/A,6,7,8,9,2 8,2 9,N/A
| 1 | 2 |   |   |   | 6 | 7 | 8 | 9 | 10 |,0.0152781,27.3106,N/A,2,1 2,N/A,N/A,6,7,8,9,10,1 10,2 10
|   | 2 |   |   |   |   | 7 |   | 9 | 10 |,0.0118313,22.4282,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,10,2 9,2 10
|   | 2 |   |   |   |   | 7 | 8 |   | 10 |,0.0163323,20.6375,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,10,N/A,2 10
|   | 2 |   |   |   |   | 7 | 8 | 9 | 10 |,0.00825903,27.4223,N/A,2,N/A,N/A,N/A,N/A,7,8,9,10,2 9,2 10
| 1 | 2 |   |   | 5 |   |   |   |   |   |,0.187757,3.98045,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,N/A,N/A,N/A
|   | 2 |   |   | 5 |   |   |   |   |   |,0.17284,5.20062,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,N/A,N/A,N/A
| 1 | 2 |   |   | 5 |   |   |   |   | 10 |,0.0613426,10.9167,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,10,1 10,2 10
| 1 | 2 |   |   | 5 |   |   |   | 9 |   |,0.0970508,8.40912,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 |   |   |   | 9 |   |,0.0514403,11.9767,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,N/A,2 9,N/A
| 1 | 2 |   |   | 5 |   |   |   | 9 | 10 |,0.0302783,16.5704,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,10,1 10,2 10
|   | 2 |   |   | 5 |   |   |   |   | 10 |,0.0354938,13.57,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,10,N/A,2 10
| 1 | 2 |   |   | 5 |   |   | 8 |   |   |,0.113469,7.46356,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,2 8,1 2 8,N/A
|   | 2 |   |   | 5 |   |   | 8 |   |   |,0.0673868,10.518,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,2 8,N/A,N/A
| 1 | 2 |   |   | 5 |   |   | 8 |   | 10 |,0.0399806,14.8796,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,10,1 10,2 10
| 1 | 2 |   |   | 5 |   |   | 8 | 9 |   |,0.0539171,13.3772,N/A,2,1 2,N/A,5,1 5,2 5,8,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 |   |   | 8 | 9 |   |,0.0278921,16.3966,N/A,2,N/A,N/A,5,N/A,2 5,8,9,2 8,2 9,N/A
| 1 | 2 |   |   | 5 |   |   | 8 | 9 | 10 |,0.020623,21.3304,N/A,2,1 2,N/A,5,1 5,2 5,8,9,10,1 10,2 10
|   | 2 |   |   | 5 |   |   |   | 9 | 10 |,0.0150892,19.8186,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,10,2 9,2 10
| 1 | 2 |   |   | 5 |   | 7 |   |   |   |,0.120885,6.74023,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,1 2 7,N/A,5 7
|   | 2 |   |   | 5 |   | 7 |   |   |   |,0.0570988,10.2109,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,N/A,N/A,5 7
| 1 | 2 |   |   | 5 |   | 7 |   |   | 10 |,0.0453961,13.569,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   |   | 5 |   | 7 |   | 9 |   |,0.0617856,12.0519,N/A,2,1 2,N/A,5,1 5,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 |   | 7 |   | 9 |   |,0.0245199,17.5151,N/A,2,N/A,N/A,5,N/A,7,N/A,9,N/A,2 9,5 7
| 1 | 2 |   |   | 5 |   | 7 |   | 9 | 10 |,0.024374,19.6125,N/A,2,1 2,N/A,5,1 5,7,1 7,9,10,1 10,2 10
|   | 2 |   |   | 5 |   | 7 |   |   | 10 |,0.0182613,18.3935,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,10,N/A,2 10
| 1 | 2 |   |   | 5 |   | 7 | 8 |   |   |,0.0750957,10.7871,N/A,2,1 2,N/A,5,1 5,7,8,1 8,2 8,1 2 8,5 7
|   | 2 |   |   | 5 |   | 7 | 8 |   |   |,0.0381087,14.5346,N/A,2,N/A,N/A,5,N/A,7,8,2 7,2 8,N/A,5 7
| 1 | 2 |   |   | 5 |   | 7 | 8 |   | 10 |,0.0307963,18.1136,N/A,2,1 2,N/A,5,1 5,7,8,1 8,10,1 10,2 10
| 1 | 2 |   |   | 5 |   | 7 | 8 | 9 |   |,0.0407696,16.5992,N/A,2,1 2,N/A,5,1 5,7,8,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 |   | 7 | 8 | 9 |   |,0.0190424,20.8483,N/A,2,N/A,N/A,5,N/A,7,8,9,2 8,2 9,5 7
| 1 | 2 |   |   | 5 |   | 7 | 8 | 9 | 10 |,0.0184634,24.0637,N/A,2,1 2,N/A,5,1 5,7,8,9,10,1 10,2 10
|   | 2 |   |   | 5 |   |   | 8 |   | 10 |,0.0173182,19.2901,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,10,N/A,2 10
|   | 2 |   |   | 5 |   |   | 8 | 9 | 10 |,0.00950693,24.5989,N/A,2,N/A,N/A,5,N/A,2 5,8,9,10,2 9,2 10
| 1 | 2 |   |   | 5 | 6 |   |   |   |   |,0.118549,6.30491,N/A,2,1 2,N/A,5,6,1 6,2 6,1 2 6,N/A,5 6,1 5 6
|   | 2 |   |   | 5 | 6 |   |   |   |   |,0.0828189,7.91169,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,N/A,5 6,N/A
| 1 | 2 |   |   | 5 | 6 |   |   |   | 10 |,0.0470536,12.9091,N/A,2,1 2,N/A,5,6,1 6,2 6,1 2 6,10,1 10,2 10
| 1 | 2 |   |   | 5 | 6 |   |   | 9 |   |,0.0688491,11.0644,N/A,2,1 2,N/A,5,6,1 6,2 6,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 | 6 |   |   | 9 |   |,0.0357796,14.2537,N/A,2,N/A,N/A,5,6,2 5,2 6,9,N/A,2 9,N/A
| 1 | 2 |   |   | 5 | 6 |   |   | 9 | 10 |,0.0267267,18.6331,N/A,2,1 2,N/A,5,6,1 6,2 6,9,10,1 10,2 10
|   | 2 |   |   | 5 | 6 |   |   |   | 10 |,0.0265775,15.4413,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,10,5 6,2 10
| 1 | 2 |   |   | 5 | 6 |   | 8 |   |   |,0.0818997,9.92287,N/A,2,1 2,N/A,5,6,1 6,8,1 8,2 8,1 2 8,1 5 6
|   | 2 |   |   | 5 | 6 |   | 8 |   |   |,0.0454104,13.3383,N/A,2,N/A,N/A,5,6,2 5,8,N/A,2 8,5 6,N/A
| 1 | 2 |   |   | 5 | 6 |   | 8 |   | 10 |,0.0334424,17.0497,N/A,2,1 2,N/A,5,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 |   |   | 5 | 6 |   | 8 | 9 |   |,0.0449108,15.4254,N/A,2,1 2,N/A,5,6,1 6,8,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 | 6 |   | 8 | 9 |   |,0.0222368,18.7966,N/A,2,N/A,N/A,5,6,2 5,8,9,2 8,2 9,N/A
| 1 | 2 |   |   | 5 | 6 |   | 8 | 9 | 10 |,0.020005,22.7727,N/A,2,1 2,N/A,5,6,1 6,8,9,10,1 10,2 10
|   | 2 |   |   | 5 | 6 |   |   | 9 | 10 |,0.0135936,21.0217,N/A,2,N/A,N/A,5,6,2 5,2 6,9,10,2 9,2 10
| 1 | 2 |   |   | 5 | 6 | 7 |   |   |   |,0.0932999,8.93362,N/A,2,1 2,N/A,5,6,7,1 7,2 7,1 2 7,5 6,5 7
|   | 2 |   |   | 5 | 6 | 7 |   |   |   |,0.0612569,11.5229,N/A,2,N/A,N/A,5,6,7,2 6,2 7,N/A,5 6,5 7
| 1 | 2 |   |   | 5 | 6 | 7 |   |   | 10 |,0.0398722,15.7098,N/A,2,1 2,N/A,5,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   |   | 5 | 6 | 7 |   | 9 |   |,0.0530439,14.1287,N/A,2,1 2,N/A,5,6,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 | 6 | 7 |   | 9 |   |,0.0261869,18.4445,N/A,2,N/A,N/A,5,6,7,2 6,9,N/A,2 9,5 7
| 1 | 2 |   |   | 5 | 6 | 7 |   | 9 | 10 |,0.0241476,21.1306,N/A,2,1 2,N/A,5,6,7,1 7,9,10,1 10,2 10
|   | 2 |   |   | 5 | 6 | 7 |   |   | 10 |,0.021755,18.4989,N/A,2,N/A,N/A,5,6,7,2 6,2 7,10,5 6,2 10
| 1 | 2 |   |   | 5 | 6 | 7 | 8 |   |   |,0.0629493,13.1029,N/A,2,1 2,N/A,5,6,7,8,1 8,2 8,1 2 8,5 7
|   | 2 |   |   | 5 | 6 | 7 | 8 |   |   |,0.0372919,15.7686,N/A,2,N/A,N/A,5,6,7,8,2 7,2 8,5 6,5 7
| 1 | 2 |   |   | 5 | 6 | 7 | 8 |   | 10 |,0.0300435,19.6424,N/A,2,1 2,N/A,5,6,7,8,1 8,10,1 10,2 10
| 1 | 2 |   |   | 5 | 6 | 7 | 8 | 9 |   |,0.0382502,18.3408,N/A,2,1 2,N/A,5,6,7,8,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 | 6 | 7 | 8 | 9 |   |,0.0193679,21.8332,N/A,2,N/A,N/A,5,6,7,8,9,2 8,2 9,5 7
| 1 | 2 |   |   | 5 | 6 | 7 | 8 | 9 | 10 |,0.0197596,25.1556,N/A,2,1 2,N/A,5,6,7,8,9,10,1 10,2 10
|   | 2 |   |   |   | 6 |   | 8 |   | 10 |,0.0120027,21.4817,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,10,N/A,2 10
|   | 2 |   |   |   | 6 |   | 8 | 9 | 10 |,0.00759697,27.0818,N/A,2,N/A,N/A,N/A,6,N/A,8,9,10,2 9,2 10
|   | 2 |   |   |   | 6 | 7 |   | 9 | 10 |,0.0118599,23.7581,N/A,2,N/A,N/A,N/A,6,7,2 6,9,10,2 9,2 10
|   | 2 |   |   |   | 6 | 7 | 8 |   | 10 |,0.0124671,23.6707,N/A,2,N/A,N/A,N/A,6,7,8,2 7,10,N/A,2 10
|   | 2 |   |   |   | 6 | 7 | 8 | 9 | 10 |,0.00762079,29.4861,N/A,2,N/A,N/A,N/A,6,7,8,9,10,2 9,2 10
| 1 | 2 |   | 4 |   |   |   |   |   |   |,0.206019,3.79707,N/A,2,1 2,4,1 4,2 4,1 2 4,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 |   |   |   |   |   |   |,0.143519,4.76389,N/A,2,N/A,4,N/A,2 4,N/A,N/A,N/A,N/A,N/A,N/A
| 1 | 2 |   | 4 |   |   |   |   |   | 10 |,0.0588349,10.9504,N/A,2,1 2,4,1 4,2 4,1 2 4,N/A,N/A,10,1 10,2 10
| 1 | 2 |   | 4 |   |   |   |   | 9 |   |,0.0904064,8.5505,N/A,2,1 2,4,1 4,2 4,1 2 4,N/A,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   |   |   |   | 9 |   |,0.0416667,11.6898,N/A,2,N/A,4,N/A,2 4,N/A,N/A,9,N/A,2 9,N/A
| 1 | 2 |   | 4 |   |   |   |   | 9 | 10 |,0.0274134,16.8747,N/A,2,1 2,4,1 4,2 4,1 2 4,N/A,9,10,1 10,2 10
|   | 2 |   | 4 |   |   |   |   |   | 10 |,0.0289352,13.2438,N/A,2,N/A,4,N/A,2 4,N/A,N/A,N/A,10,N/A,2 10
| 1 | 2 |   | 4 |   |   |   | 8 |   |   |,0.125322,6.06835,N/A,2,1 2,4,1 4,2 4,1 2 4,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 |   |   |   | 8 |   |   |,0.0559414,9.92155,N/A,2,N/A,4,N/A,2 4,N/A,8,N/A,2 8,N/A,4 8
| 1 | 2 |   | 4 |   |   |   | 8 |   | 10 |,0.0407343,13.752,N/A,2,1 2,4,1 4,2 4,1 2 4,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 |   |   |   | 8 | 9 |   |,0.0554198,12.1944,N/A,2,1 2,4,1 4,2 4,1 2 4,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   |   |   | 8 | 9 |   |,0.0258059,15.9195,N/A,2,N/A,4,N/A,2 4,N/A,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 |   |   |   | 8 | 9 | 10 |,0.0206785,20.0512,N/A,2,1 2,4,1 4,2 4,1 2 4,8,9,10,1 10,2 10
|   | 2 |   | 4 |   |   |   |   | 9 | 10 |,0.0120885,19.6858,N/A,2,N/A,4,N/A,2 4,N/A,N/A,9,10,2 9,2 10
| 1 | 2 |   | 4 |   |   | 7 |   |   |   |,0.134002,4.94869,N/A,2,1 2,4,1 4,2 4,7,1 7,2 7,1 2 7,4 7,1 4 7
|   | 2 |   | 4 |   |   | 7 |   |   |   |,0.070216,8.34028,N/A,2,N/A,4,N/A,2 4,7,N/A,2 7,N/A,4 7,N/A
| 1 | 2 |   | 4 |   |   | 7 |   |   | 10 |,0.0498971,12.1798,N/A,2,1 2,4,1 4,2 4,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   | 4 |   |   | 7 |   | 9 |   |,0.069816,10.4737,N/A,2,1 2,4,1 4,2 4,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   |   | 7 |   | 9 |   |,0.0279492,16.0635,N/A,2,N/A,4,N/A,2 4,7,N/A,9,N/A,2 9,N/A
| 1 | 2 |   | 4 |   |   | 7 |   | 9 | 10 |,0.026693,18.0253,N/A,2,1 2,4,1 4,2 4,7,1 7,9,10,1 10,2 10
|   | 2 |   | 4 |   |   | 7 |   |   | 10 |,0.0231481,15.9719,N/A,2,N/A,4,N/A,2 4,7,N/A,2 7,10,4 7,2 10
| 1 | 2 |   | 4 |   |   | 7 | 8 |   |   |,0.0896062,8.92256,N/A,2,1 2,4,1 4,2 4,7,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 |   |   | 7 | 8 |   |   |,0.0527263,11.9017,N/A,2,N/A,4,N/A,2 4,7,8,2 7,2 8,4 7,4 8
| 1 | 2 |   | 4 |   |   | 7 | 8 |   | 10 |,0.0366221,15.8761,N/A,2,1 2,4,1 4,2 4,7,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 |   |   | 7 | 8 | 9 |   |,0.0481666,14.4958,N/A,2,1 2,4,1 4,2 4,7,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   |   | 7 | 8 | 9 |   |,0.0233006,18.6675,N/A,2,N/A,4,N/A,2 4,7,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 |   |   | 7 | 8 | 9 | 10 |,0.0213319,21.7375,N/A,2,1 2,4,1 4,2 4,7,8,9,10,1 10,2 10
|   | 2 |   | 4 |   |   |   | 8 |   | 10 |,0.014982,19.107,N/A,2,N/A,4,N/A,2 4,N/A,8,N/A,10,N/A,2 10
|   | 2 |   | 4 |   |   |   | 8 | 9 | 10 |,0.00844479,24.6553,N/A,2,N/A,4,N/A,2 4,N/A,8,9,10,2 9,2 10
| 1 | 2 |   | 4 |   | 6 |   |   |   |   |,0.129565,4.30888,N/A,2,1 2,4,1 4,6,1 6,2 6,1 2 6,4 6,1 4 6,2 4 6
|   | 2 |   | 4 |   | 6 |   |   |   |   |,0.0767747,8.04938,N/A,2,N/A,4,N/A,6,N/A,2 6,N/A,4 6,N/A,2 4 6
| 1 | 2 |   | 4 |   | 6 |   |   |   | 10 |,0.0473037,11.7615,N/A,2,1 2,4,1 4,6,1 6,2 6,1 2 6,10,1 10,2 10
| 1 | 2 |   | 4 |   | 6 |   |   | 9 |   |,0.0712449,9.79362,N/A,2,1 2,4,1 4,6,1 6,2 6,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   | 6 |   |   | 9 |   |,0.0358368,14.0391,N/A,2,N/A,4,N/A,6,N/A,2 6,9,4 6,2 9,2 4 6
| 1 | 2 |   | 4 |   | 6 |   |   | 9 | 10 |,0.0264674,17.3527,N/A,2,1 2,4,1 4,6,1 6,2 6,9,10,1 10,2 10
|   | 2 |   | 4 |   | 6 |   |   |   | 10 |,0.0183899,17.1757,N/A,2,N/A,4,N/A,6,N/A,2 6,N/A,10,N/A,2 10
| 1 | 2 |   | 4 |   | 6 |   | 8 |   |   |,0.0920996,8.2313,N/A,2,1 2,4,1 4,6,1 6,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 |   | 6 |   | 8 |   |   |,0.0363083,14.7384,N/A,2,N/A,4,N/A,6,N/A,8,N/A,2 8,N/A,4 8
| 1 | 2 |   | 4 |   | 6 |   | 8 |   | 10 |,0.033828,15.9615,N/A,2,1 2,4,1 4,6,1 6,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 |   | 6 |   | 8 | 9 |   |,0.0486976,13.6889,N/A,2,1 2,4,1 4,6,1 6,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   | 6 |   | 8 | 9 |   |,0.0206285,19.9713,N/A,2,N/A,4,N/A,6,N/A,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 |   | 6 |   | 8 | 9 | 10 |,0.020627,21.0642,N/A,2,1 2,4,1 4,6,1 6,8,9,10,1 10,2 10
|   | 2 |   | 4 |   | 6 |   |   | 9 | 10 |,0.0101738,22.7708,N/A,2,N/A,4,N/A,6,N/A,2 6,9,10,2 9,2 10
| 1 | 2 |   | 4 |   | 6 | 7 |   |   |   |,0.110468,7.0473,N/A,2,1 2,4,1 4,6,7,1 7,2 7,1 2 7,4 7,1 4 7
|   | 2 |   | 4 |   | 6 | 7 |   |   |   |,0.0770319,9.97224,N/A,2,N/A,4,N/A,6,7,2 6,2 7,4 6,4 7,2 4 6
| 1 | 2 |   | 4 |   | 6 | 7 |   |   | 10 |,0.0441672,14.018,N/A,2,1 2,4,1 4,6,7,1 7,2 7,10,1 10,2 10
| 1 | 2 |   | 4 |   | 6 | 7 |   | 9 |   |,0.061861,12.019,N/A,2,1 2,4,1 4,6,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   | 6 | 7 |   | 9 |   |,0.0313595,16.7798,N/A,2,N/A,4,N/A,6,7,2 6,9,4 6,2 9,2 4 6
| 1 | 2 |   | 4 |   | 6 | 7 |   | 9 | 10 |,0.0263017,19.1032,N/A,2,1 2,4,1 4,6,7,1 7,9,10,1 10,2 10
|   | 2 |   | 4 |   | 6 | 7 |   |   | 10 |,0.022055,18.2892,N/A,2,N/A,4,N/A,6,7,2 6,2 7,10,4 7,2 10
| 1 | 2 |   | 4 |   | 6 | 7 | 8 |   |   |,0.0773351,10.5643,N/A,2,1 2,4,1 4,6,7,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 |   | 6 | 7 | 8 |   |   |,0.041731,15.2601,N/A,2,N/A,4,N/A,6,7,8,2 7,2 8,4 7,4 8
| 1 | 2 |   | 4 |   | 6 | 7 | 8 |   | 10 |,0.0342642,17.2928,N/A,2,1 2,4,1 4,6,7,8,1 8,10,1 10,2 10
| 1 | 2 |   | 4 |   | 6 | 7 | 8 | 9 |   |,0.0457302,15.4407,N/A,2,1 2,4,1 4,6,7,8,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   | 6 | 7 | 8 | 9 |   |,0.0215504,21.3801,N/A,2,N/A,4,N/A,6,7,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 |   | 6 | 7 | 8 | 9 | 10 |,0.0224157,22.1105,N/A,2,1 2,4,1 4,6,7,8,9,10,1 10,2 10
|   | 2 |   | 4 |   |   | 7 |   | 9 | 10 |,0.0108596,23.222,N/A,2,N/A,4,N/A,2 4,7,N/A,9,10,2 9,2 10
|   | 2 |   | 4 |   |   | 7 | 8 |   | 10 |,0.0164395,20.283,N/A,2,N/A,4,N/A,2 4,7,8,2 7,10,4 7,2 10
|   | 2 |   | 4 |   |   | 7 | 8 | 9 | 10 |,0.0091513,26.6336,N/A,2,N/A,4,N/A,2 4,7,8,9,10,2 9,2 10
| 1 | 2 |   | 4 | 5 |   |   |   |   |   |,0.14802,3.68544,N/A,2,1 2,4,5,1 5,2 5,1 2 5,4 5,1 4 5,2 4 5,1 2 4 5
|   | 2 |   | 4 | 5 |   |   |   |   |   |,0.121914,5.96348,N/A,2,N/A,4,5,2 4,2 5,N/A,4 5,N/A,2 4 5,N/A
| 1 | 2 |   | 4 | 5 |   |   |   |   | 10 |,0.0498543,11.0918,N/A,2,1 2,4,5,1 5,2 5,1 2 5,4 5,10,1 10,2 10
| 1 | 2 |   | 4 | 5 |   |   |   | 9 |   |,0.0735311,9.39066,N/A,2,1 2,4,5,1 5,2 5,1 2 5,9,1 9,2 9,1 2 9
