Position,Win Probability,Average Score,1,2,3,4,5,6,7,8,9,10,11,12
| 1 |   | 3 |   | 5 |   | 7 | 8 | 9 |,0.0368472,15.4722,N/A,N/A,3,1 3,5,1 5,7,8,9,1 9,3 8,3 9
|   |   | 3 |   |   | 6 | 7 | 8 | 9 |,0.0156702,21.2222,N/A,N/A,3,N/A,N/A,6,7,8,9,3 7,3 8,3 9
| 1 |   | 3 |   | 5 | 6 |   |   |   |,0.13756,5.02778,N/A,N/A,3,1 3,5,6,1 6,3 5,3 6,1 3 6,5 6,1 5 6
|   |   | 3 |   | 5 | 6 |   |   |   |,0.0745885,8.63889,N/A,N/A,3,N/A,5,6,N/A,3 5,3 6,N/A,5 6,N/A
| 1 |   | 3 |   | 5 | 6 |   |   | 9 |,0.0609877,10.9444,N/A,N/A,3,1 3,5,6,1 6,3 5,9,1 9,5 6,3 9
| 1 |   | 3 |   | 5 | 6 |   | 8 |   |,0.0703982,9.58333,N/A,N/A,3,1 3,5,6,1 6,8,1 8,1 3 6,3 8,1 3 8
|   |   | 3 |   | 5 | 6 |   |   | 9 |,0.0269776,15.8889,N/A,N/A,3,N/A,5,6,N/A,3 5,9,N/A,5 6,3 9
|   |   | 3 |   | 5 | 6 |   | 8 |   |,0.0311285,15,N/A,N/A,3,N/A,5,6,N/A,8,3 6,N/A,3 8,N/A
| 1 |   | 3 |   | 5 | 6 |   | 8 | 9 |,0.0372379,15.0556,N/A,N/A,3,1 3,5,6,1 6,8,9,1 9,3 8,3 9
|   |   | 3 |   | 5 |   | 7 | 8 | 9 |,0.015525,21.0833,N/A,N/A,3,N/A,5,N/A,7,8,9,3 7,3 8,5 7
| 1 |   | 3 |   | 5 | 6 | 7 |   |   |,0.0986988,7.52778,N/A,N/A,3,1 3,5,6,7,1 7,3 6,3 7,5 6,5 7
|   |   | 3 |   | 5 | 6 | 7 |   |   |,0.0625857,10.3611,N/A,N/A,3,N/A,5,6,7,3 5,3 6,3 7,5 6,5 7
| 1 |   | 3 |   | 5 | 6 | 7 |   | 9 |,0.0521959,12.5278,N/A,N/A,3,1 3,5,6,7,3 5,9,1 9,5 6,3 9
|   |   | 3 |   | 5 | 6 |   | 8 | 9 |,0.0139524,22.0833,N/A,N/A,3,N/A,5,6,N/A,8,9,N/A,5 6,3 9
| 1 |   | 3 |   | 5 | 6 | 7 | 8 |   |,0.0646657,10.9167,N/A,N/A,3,1 3,5,6,7,8,1 8,3 7,5 6,5 7
|   |   | 3 |   | 5 | 6 | 7 |   | 9 |,0.0257559,17.0556,N/A,N/A,3,N/A,5,6,7,3 5,9,3 7,5 6,3 9
|   |   | 3 |   | 5 | 6 | 7 | 8 |   |,0.0325741,15.5833,N/A,N/A,3,N/A,5,6,7,8,3 6,3 7,5 6,5 7
| 1 |   | 3 |   | 5 | 6 | 7 | 8 | 9 |,0.0373137,15.9444,N/A,N/A,3,1 3,5,6,7,8,9,1 9,3 8,3 9
|   |   |   | 4 | 5 | 6 | 7 | 8 | 9 |,0.0134428,22.1667,N/A,N/A,N/A,4,5,6,7,8,9,4 6,5 6,4 8
| 1 |   | 3 | 4 |   |   |   |   |   |,0.1875,4.25,N/A,N/A,3,4,1 4,N/A,3 4,1 3 4,N/A,N/A,N/A,N/A
|   |   | 3 | 4 |   |   |   |   |   |,0.175926,5.19444,N/A,N/A,3,4,N/A,N/A,3 4,N/A,N/A,N/A,N/A,N/A
| 1 |   | 3 | 4 |   |   |   |   | 9 |,0.0810185,9.61111,N/A,N/A,3,4,1 4,N/A,3 4,1 3 4,9,1 9,N/A,3 9
| 1 |   | 3 | 4 |   |   |   | 8 |   |,0.0948431,8.33333,N/A,N/A,3,4,1 4,N/A,3 4,8,1 8,N/A,3 8,4 8
|   |   | 3 | 4 |   |   |   |   | 9 |,0.0447531,12.3056,N/A,N/A,3,4,N/A,N/A,3 4,N/A,9,N/A,N/A,3 9
|   |   | 3 | 4 |   |   |   | 8 |   |,0.0625,10.1667,N/A,N/A,3,4,N/A,N/A,3 4,8,N/A,N/A,3 8,4 8
| 1 |   | 3 | 4 |   |   |   | 8 | 9 |,0.0447174,13.9167,N/A,N/A,3,4,1 4,N/A,3 4,8,9,1 9,3 8,3 9
| 1 |   | 3 | 4 |   |   | 7 |   |   |,0.0994084,7.75,N/A,N/A,3,4,1 4,N/A,7,1 7,N/A,3 7,4 7,1 4 7
|   |   | 3 | 4 |   |   | 7 |   |   |,0.0524691,10,N/A,N/A,3,4,N/A,N/A,7,N/A,N/A,3 7,4 7,N/A
| 1 |   | 3 | 4 |   |   | 7 |   | 9 |,0.0503901,12.6111,N/A,N/A,3,4,1 4,N/A,7,1 7,9,1 9,4 7,3 9
|   |   | 3 | 4 |   |   |   | 8 | 9 |,0.0236197,16.8333,N/A,N/A,3,4,N/A,N/A,3 4,8,9,N/A,3 8,3 9
| 1 |   | 3 | 4 |   |   | 7 | 8 |   |,0.0637503,11.3056,N/A,N/A,3,4,1 4,N/A,7,8,1 8,3 7,3 8,4 8
|   |   | 3 | 4 |   |   | 7 |   | 9 |,0.0234053,16.3889,N/A,N/A,3,4,N/A,N/A,7,N/A,9,3 7,4 7,3 9
|   |   | 3 | 4 |   |   | 7 | 8 |   |,0.0355367,14.7778,N/A,N/A,3,4,N/A,N/A,7,8,N/A,3 7,3 8,4 8
| 1 |   | 3 | 4 |   |   | 7 | 8 | 9 |,0.0352398,16.9167,N/A,N/A,3,4,1 4,N/A,7,8,9,1 9,3 8,3 9
| 1 |   | 3 | 4 |   | 6 |   |   |   |,0.135224,4.77778,N/A,N/A,3,4,1 4,6,3 4,1 3 4,3 6,4 6,1 4 6,N/A
|   |   | 3 | 4 |   | 6 |   |   |   |,0.0779321,7.61111,N/A,N/A,3,4,N/A,6,3 4,N/A,3 6,4 6,N/A,N/A
| 1 |   | 3 | 4 |   | 6 |   |   | 9 |,0.0634216,10.25,N/A,N/A,3,4,1 4,6,3 4,1 3 4,9,1 9,1 4 6,3 9
| 1 |   | 3 | 4 |   | 6 |   | 8 |   |,0.0902206,7.97222,N/A,N/A,3,4,1 4,6,3 4,8,1 8,4 6,3 8,4 8
|   |   | 3 | 4 |   | 6 |   |   | 9 |,0.0298783,14.8056,N/A,N/A,3,4,N/A,6,3 4,N/A,9,4 6,N/A,3 9
|   |   | 3 | 4 |   | 6 |   | 8 |   |,0.0535837,11.0556,N/A,N/A,3,4,N/A,6,3 4,8,3 6,4 6,3 8,4 8
| 1 |   | 3 | 4 |   | 6 |   | 8 | 9 |,0.0467121,13.4167,N/A,N/A,3,4,1 4,6,3 4,8,9,1 9,3 8,3 9
|   |   | 3 | 4 |   |   | 7 | 8 | 9 |,0.0172087,20.3056,N/A,N/A,3,4,N/A,N/A,7,8,9,3 7,4 7,3 9
| 1 |   | 3 | 4 |   | 6 | 7 |   |   |,0.102688,6.91667,N/A,N/A,3,4,1 4,6,7,1 7,3 6,3 7,4 7,1 4 7
|   |   | 3 | 4 |   | 6 | 7 |   |   |,0.0541409,11.9167,N/A,N/A,3,4,N/A,6,7,N/A,3 6,3 7,4 7,N/A
| 1 |   | 3 | 4 |   | 6 | 7 |   | 9 |,0.0512629,12.3333,N/A,N/A,3,4,1 4,6,7,1 7,9,1 9,4 7,3 9
|   |   | 3 | 4 |   | 6 |   | 8 | 9 |,0.0223837,17.6944,N/A,N/A,3,4,N/A,6,3 4,8,9,4 6,3 8,3 9
| 1 |   | 3 | 4 |   | 6 | 7 | 8 |   |,0.0718871,10.1111,N/A,N/A,3,4,1 4,6,7,8,3 6,3 7,4 7,4 8
|   |   | 3 | 4 |   | 6 | 7 |   | 9 |,0.0228481,18.5833,N/A,N/A,3,4,N/A,6,7,N/A,9,4 6,4 7,3 9
|   |   | 3 | 4 |   | 6 | 7 | 8 |   |,0.039122,14.6944,N/A,N/A,3,4,N/A,6,7,8,3 6,4 6,3 8,4 8
| 1 |   | 3 | 4 |   | 6 | 7 | 8 | 9 |,0.0410708,15.1389,N/A,N/A,3,4,1 4,6,7,8,9,1 9,3 8,3 9
|   |   | 3 |   | 5 | 6 | 7 | 8 | 9 |,0.0165771,21.75,N/A,N/A,3,N/A,5,6,7,8,9,3 7,5 6,3 9
| 1 |   | 3 | 4 | 5 |   |   |   |   |,0.130401,4.55556,N/A,N/A,3,4,5,1 5,3 4,3 5,4 5,1 4 5,N/A,3 4 5
|   |   | 3 | 4 | 5 |   |   |   |   |,0.103395,6.36111,N/A,N/A,3,4,5,N/A,3 4,3 5,4 5,N/A,N/A,3 4 5
| 1 |   | 3 | 4 | 5 |   |   |   | 9 |,0.0644147,10.3611,N/A,N/A,3,4,5,1 5,3 4,3 5,9,1 9,N/A,3 9
| 1 |   | 3 | 4 | 5 |   |   | 8 |   |,0.0889382,7.94444,N/A,N/A,3,4,5,1 5,3 4,8,1 8,1 4 5,3 8,4 8
|   |   | 3 | 4 | 5 |   |   |   | 9 |,0.0312071,14.0278,N/A,N/A,3,4,5,N/A,3 4,3 5,9,N/A,N/A,3 9
|   |   | 3 | 4 | 5 |   |   | 8 |   |,0.0512903,11.6667,N/A,N/A,3,4,5,N/A,3 4,8,4 5,N/A,3 8,4 8
| 1 |   | 3 | 4 | 5 |   |   | 8 | 9 |,0.0441164,13.4444,N/A,N/A,3,4,5,1 5,3 4,8,9,1 9,3 8,3 9
| 1 |   | 3 | 4 | 5 |   | 7 |   |   |,0.110882,6.38889,N/A,N/A,3,4,5,1 5,7,1 7,4 5,3 7,4 7,5 7
|   |   | 3 | 4 | 5 |   | 7 |   |   |,0.0797325,9.44444,N/A,N/A,3,4,5,N/A,7,3 5,4 5,3 7,4 7,5 7
| 1 |   | 3 | 4 | 5 |   | 7 |   | 9 |,0.0589972,11.4722,N/A,N/A,3,4,5,1 5,7,3 5,9,1 9,4 7,3 9
|   |   | 3 | 4 | 5 |   |   | 8 | 9 |,0.0185185,19.0556,N/A,N/A,3,4,5,N/A,3 4,8,9,N/A,3 8,3 9
| 1 |   | 3 | 4 | 5 |   | 7 | 8 |   |,0.0762208,9.61111,N/A,N/A,3,4,5,1 5,7,8,1 8,3 7,3 8,4 8
|   |   | 3 | 4 | 5 |   | 7 |   | 9 |,0.0285422,16.4444,N/A,N/A,3,4,5,N/A,7,3 5,9,3 7,4 7,3 9
|   |   | 3 | 4 | 5 |   | 7 | 8 |   |,0.0426859,14.3611,N/A,N/A,3,4,5,N/A,7,8,4 5,3 7,3 8,4 8
| 1 |   | 3 | 4 | 5 |   | 7 | 8 | 9 |,0.0426178,14.6667,N/A,N/A,3,4,5,1 5,7,8,9,1 9,3 8,3 9
|   |   | 3 | 4 |   | 6 | 7 | 8 | 9 |,0.0193216,20.6667,N/A,N/A,3,4,N/A,6,7,8,9,4 6,3 8,3 9
| 1 |   | 3 | 4 | 5 | 6 |   |   |   |,0.132237,5.13889,N/A,N/A,3,4,5,6,1 6,3 5,4 5,4 6,5 6,3 4 5
|   |   | 3 | 4 | 5 | 6 |   |   |   |,0.102752,7.16667,N/A,N/A,3,4,5,6,3 4,3 5,3 6,4 6,5 6,3 4 5
| 1 |   | 3 | 4 | 5 | 6 |   |   | 9 |,0.0681211,10.5556,N/A,N/A,3,4,5,6,3 4,3 5,9,1 9,5 6,3 9
| 1 |   | 3 | 4 | 5 | 6 |   | 8 |   |,0.0876994,8.38889,N/A,N/A,3,4,5,6,3 4,8,1 8,4 6,3 8,4 8
|   |   | 3 | 4 | 5 | 6 |   |   | 9 |,0.0374848,13.9722,N/A,N/A,3,4,5,6,3 4,3 5,9,4 6,5 6,3 9
|   |   | 3 | 4 | 5 | 6 |   | 8 |   |,0.0512498,11.8611,N/A,N/A,3,4,5,6,3 4,8,4 5,4 6,3 8,4 8
| 1 |   | 3 | 4 | 5 | 6 |   | 8 | 9 |,0.0484291,13.4167,N/A,N/A,3,4,5,6,3 4,8,9,1 9,5 6,3 9
|   |   | 3 | 4 | 5 |   | 7 | 8 | 9 |,0.018227,21.2778,N/A,N/A,3,4,5,N/A,7,8,9,3 7,3 8,3 9
| 1 |   | 3 | 4 | 5 | 6 | 7 |   |   |,0.111067,6.58333,N/A,N/A,3,4,5,6,7,1 7,3 6,4 6,4 7,5 7
|   |   | 3 | 4 | 5 | 6 | 7 |   |   |,0.0697159,9.86111,N/A,N/A,3,4,5,6,7,3 5,4 5,4 6,4 7,5 7
| 1 |   | 3 | 4 | 5 | 6 | 7 |   | 9 |,0.0615748,11.3056,N/A,N/A,3,4,5,6,7,3 5,9,1 9,4 7,3 9
|   |   | 3 | 4 | 5 | 6 |   | 8 | 9 |,0.0231807,17.8889,N/A,N/A,3,4,5,6,3 4,8,9,4 6,5 6,3 9
| 1 |   | 3 | 4 | 5 | 6 | 7 | 8 |   |,0.0781552,9.41667,N/A,N/A,3,4,5,6,7,8,1 8,4 6,3 8,4 8
|   |   | 3 | 4 | 5 | 6 | 7 |   | 9 |,0.0315612,15.8056,N/A,N/A,3,4,5,6,7,3 5,9,4 6,4 7,3 9
|   |   | 3 | 4 | 5 | 6 | 7 | 8 |   |,0.0441805,13.3056,N/A,N/A,3,4,5,6,7,8,4 5,3 7,3 8,4 8
| 1 |   | 3 | 4 | 5 | 6 | 7 | 8 | 9 |,0.0480434,13.8889,N/A,N/A,3,4,5,6,7,8,9,1 9,3 8,3 9
| 1 | 2 |   |   |   |   |   |   |   |,0.0601852,2.75,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
|   | 2 |   |   |   |   |   |   |   |,0.0277778,1.94444,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
| 1 | 2 |   |   |   |   |   |   | 9 |,0.0550412,8.63889,N/A,2,1 2,N/A,N/A,N/A,N/A,N/A,9,1 9,2 9,1 2 9
| 1 | 2 |   |   |   |   |   | 8 |   |,0.0923354,6.69444,N/A,2,1 2,N/A,N/A,N/A,N/A,8,1 8,2 8,1 2 8,N/A
|   | 2 |   |   |   |   |   |   | 9 |,0.0617284,9.19444,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,9,N/A,2 9,N/A
|   | 2 |   |   |   |   |   | 8 |   |,0.0910494,7.80556,N/A,2,N/A,N/A,N/A,N/A,N/A,8,N/A,2 8,N/A,N/A
| 1 | 2 |   |   |   |   |   | 8 | 9 |,0.0405521,14.1111,N/A,2,1 2,N/A,N/A,N/A,N/A,8,9,2 8,2 9,1 2 9
| 1 | 2 |   |   |   |   | 7 |   |   |,0.12963,5.05556,N/A,2,1 2,N/A,N/A,N/A,7,1 7,2 7,1 2 7,N/A,N/A
|   | 2 |   |   |   |   | 7 |   |   |,0.12037,6.55556,N/A,2,N/A,N/A,N/A,N/A,7,N/A,2 7,N/A,N/A,N/A
| 1 | 2 |   |   |   |   | 7 |   | 9 |,0.059928,11.4167,N/A,2,1 2,N/A,N/A,N/A,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   |   |   |   |   | 8 | 9 |,0.0365226,14.5,N/A,2,N/A,N/A,N/A,N/A,N/A,8,9,2 8,2 9,N/A
| 1 | 2 |   |   |   |   | 7 | 8 |   |,0.0758102,10.5278,N/A,2,1 2,N/A,N/A,N/A,7,8,2 7,2 8,1 2 8,N/A
|   | 2 |   |   |   |   | 7 |   | 9 |,0.0339506,14.3056,N/A,2,N/A,N/A,N/A,N/A,7,N/A,9,N/A,2 9,N/A
|   | 2 |   |   |   |   | 7 | 8 |   |,0.0625,11.4444,N/A,2,N/A,N/A,N/A,N/A,7,8,2 7,2 8,N/A,N/A
| 1 | 2 |   |   |   |   | 7 | 8 | 9 |,0.0353509,17.3889,N/A,2,1 2,N/A,N/A,N/A,7,8,9,2 8,2 9,1 2 9
| 1 | 2 |   |   |   | 6 |   |   |   |,0.160237,4.08333,N/A,2,1 2,N/A,N/A,6,1 6,2 6,1 2 6,N/A,N/A,N/A
|   | 2 |   |   |   | 6 |   |   |   |,0.146605,5.83333,N/A,2,N/A,N/A,N/A,6,N/A,2 6,N/A,N/A,N/A,N/A
| 1 | 2 |   |   |   | 6 |   |   | 9 |,0.0800326,9.41667,N/A,2,1 2,N/A,N/A,6,1 6,2 6,9,1 9,2 9,1 2 9
| 1 | 2 |   |   |   | 6 |   | 8 |   |,0.094543,8.36111,N/A,2,1 2,N/A,N/A,6,1 6,8,1 8,2 8,1 2 8,N/A
|   | 2 |   |   |   | 6 |   |   | 9 |,0.0488683,12.5,N/A,2,N/A,N/A,N/A,6,N/A,2 6,9,N/A,2 9,N/A
|   | 2 |   |   |   | 6 |   | 8 |   |,0.0456533,12.1667,N/A,2,N/A,N/A,N/A,6,N/A,8,N/A,2 8,N/A,N/A
| 1 | 2 |   |   |   | 6 |   | 8 | 9 |,0.0461129,14.6389,N/A,2,1 2,N/A,N/A,6,1 6,8,9,2 8,2 9,1 2 9
|   | 2 |   |   |   |   | 7 | 8 | 9 |,0.023834,18.6111,N/A,2,N/A,N/A,N/A,N/A,7,8,9,2 8,2 9,N/A
| 1 | 2 |   |   |   | 6 | 7 |   |   |,0.105153,8.16667,N/A,2,1 2,N/A,N/A,6,7,2 6,2 7,1 2 7,N/A,N/A
|   | 2 |   |   |   | 6 | 7 |   |   |,0.0810185,9.44444,N/A,2,N/A,N/A,N/A,6,7,2 6,2 7,N/A,N/A,N/A
| 1 | 2 |   |   |   | 6 | 7 |   | 9 |,0.0563653,13.1944,N/A,2,1 2,N/A,N/A,6,7,2 6,9,1 9,2 9,1 2 9
|   | 2 |   |   |   | 6 |   | 8 | 9 |,0.022005,18.1667,N/A,2,N/A,N/A,N/A,6,N/A,8,9,2 8,2 9,N/A
| 1 | 2 |   |   |   | 6 | 7 | 8 |   |,0.061058,12.7778,N/A,2,1 2,N/A,N/A,6,7,8,2 7,2 8,1 2 8,N/A
|   | 2 |   |   |   | 6 | 7 |   | 9 |,0.0300069,16.4444,N/A,2,N/A,N/A,N/A,6,7,2 6,9,N/A,2 9,N/A
|   | 2 |   |   |   | 6 | 7 | 8 |   |,0.0362226,14.9444,N/A,2,N/A,N/A,N/A,6,7,8,2 7,2 8,N/A,N/A
| 1 | 2 |   |   |   | 6 | 7 | 8 | 9 |,0.0339235,18.6389,N/A,2,1 2,N/A,N/A,6,7,8,9,2 8,2 9,1 2 9
| 1 | 2 |   |   | 5 |   |   |   |   |,0.187757,3.58333,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,N/A,N/A,N/A,N/A
|   | 2 |   |   | 5 |   |   |   |   |,0.17284,5.08333,N/A,2,N/A,N/A,5,N/A,2 5,N/A,N/A,N/A,N/A,N/A
| 1 | 2 |   |   | 5 |   |   |   | 9 |,0.0970508,8.05556,N/A,2,1 2,N/A,5,1 5,2 5,1 2 5,9,1 9,2 9,1 2 9
| 1 | 2 |   |   | 5 |   |   | 8 |   |,0.113469,6.75,N/A,2,1 2,N/A,5,1 5,2 5,8,1 8,2 8,1 2 8,N/A
|   | 2 |   |   | 5 |   |   |   | 9 |,0.0514403,11.8889,N/A,2,N/A,N/A,5,N/A,2 5,N/A,9,N/A,2 9,N/A
|   | 2 |   |   | 5 |   |   | 8 |   |,0.0673868,10.1667,N/A,2,N/A,N/A,5,N/A,2 5,8,N/A,2 8,N/A,N/A
| 1 | 2 |   |   | 5 |   |   | 8 | 9 |,0.0540171,12.75,N/A,2,1 2,N/A,5,1 5,2 5,8,9,1 9,2 9,1 2 9
| 1 | 2 |   |   | 5 |   | 7 |   |   |,0.120885,6.19444,N/A,2,1 2,N/A,5,1 5,7,1 7,2 7,1 2 7,N/A,5 7
|   | 2 |   |   | 5 |   | 7 |   |   |,0.0570988,10,N/A,2,N/A,N/A,5,N/A,7,N/A,2 7,N/A,N/A,5 7
| 1 | 2 |   |   | 5 |   | 7 |   | 9 |,0.0617856,11.4167,N/A,2,1 2,N/A,5,1 5,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   |   | 5 |   |   | 8 | 9 |,0.0278921,15.9167,N/A,2,N/A,N/A,5,N/A,2 5,8,9,2 8,2 9,N/A
| 1 | 2 |   |   | 5 |   | 7 | 8 |   |,0.0765246,9.80556,N/A,2,1 2,N/A,5,1 5,7,8,2 7,2 8,1 2 8,5 7
|   | 2 |   |   | 5 |   | 7 |   | 9 |,0.0245199,17.1944,N/A,2,N/A,N/A,5,N/A,7,N/A,9,N/A,2 9,5 7
|   | 2 |   |   | 5 |   | 7 | 8 |   |,0.0381087,14.0833,N/A,2,N/A,N/A,5,N/A,7,8,2 7,2 8,N/A,5 7
| 1 | 2 |   |   | 5 |   | 7 | 8 | 9 |,0.0418679,15.4444,N/A,2,1 2,N/A,5,1 5,7,8,9,2 8,2 9,5 7
|   | 2 |   |   |   | 6 | 7 | 8 | 9 |,0.017766,21.1111,N/A,2,N/A,N/A,N/A,6,7,8,9,2 8,2 9,N/A
| 1 | 2 |   |   | 5 | 6 |   |   |   |,0.121378,5.63889,N/A,2,1 2,N/A,5,6,2 5,2 6,1 2 6,N/A,5 6,1 5 6
|   | 2 |   |   | 5 | 6 |   |   |   |,0.0828189,7.61111,N/A,2,N/A,N/A,5,6,2 5,2 6,N/A,N/A,5 6,N/A
| 1 | 2 |   |   | 5 | 6 |   |   | 9 |,0.0714782,10.3889,N/A,2,1 2,N/A,5,6,2 5,2 6,9,1 9,2 9,1 2 9
| 1 | 2 |   |   | 5 | 6 |   | 8 |   |,0.0853219,8.72222,N/A,2,1 2,N/A,5,6,2 5,8,1 8,2 8,5 6,1 5 6
|   | 2 |   |   | 5 | 6 |   |   | 9 |,0.0357796,13.6944,N/A,2,N/A,N/A,5,6,2 5,2 6,9,N/A,2 9,N/A
|   | 2 |   |   | 5 | 6 |   | 8 |   |,0.0454104,12.8056,N/A,2,N/A,N/A,5,6,2 5,8,N/A,2 8,5 6,N/A
| 1 | 2 |   |   | 5 | 6 |   | 8 | 9 |,0.046864,14.4722,N/A,2,1 2,N/A,5,6,2 5,8,9,2 8,2 9,1 5 6
|   | 2 |   |   | 5 |   | 7 | 8 | 9 |,0.0190424,20.1944,N/A,2,N/A,N/A,5,N/A,7,8,9,2 8,2 9,5 7
| 1 | 2 |   |   | 5 | 6 | 7 |   |   |,0.0947955,8.13889,N/A,2,1 2,N/A,5,6,7,2 6,2 7,1 2 7,5 6,5 7
|   | 2 |   |   | 5 | 6 | 7 |   |   |,0.0612569,10.9722,N/A,2,N/A,N/A,5,6,7,2 6,2 7,N/A,5 6,5 7
| 1 | 2 |   |   | 5 | 6 | 7 |   | 9 |,0.055955,13,N/A,2,1 2,N/A,5,6,7,2 6,9,1 9,2 9,5 7
|   | 2 |   |   | 5 | 6 |   | 8 | 9 |,0.0226941,17.9167,N/A,2,N/A,N/A,5,6,2 5,8,9,2 8,5 6,N/A
| 1 | 2 |   |   | 5 | 6 | 7 | 8 |   |,0.0659213,11.6667,N/A,2,1 2,N/A,5,6,7,8,1 8,2 8,5 6,5 7
|   | 2 |   |   | 5 | 6 | 7 |   | 9 |,0.0261869,17.6667,N/A,2,N/A,N/A,5,6,7,2 6,9,N/A,2 9,5 7
|   | 2 |   |   | 5 | 6 | 7 | 8 |   |,0.0372919,14.8611,N/A,2,N/A,N/A,5,6,7,8,2 7,2 8,5 6,5 7
| 1 | 2 |   |   | 5 | 6 | 7 | 8 | 9 |,0.0402929,16.8889,N/A,2,1 2,N/A,5,6,7,8,9,1 9,2 9,5 7
| 1 | 2 |   | 4 |   |   |   |   |   |,0.206019,3.47222,N/A,2,1 2,4,1 4,2 4,1 2 4,N/A,N/A,N/A,N/A,N/A
|   | 2 |   | 4 |   |   |   |   |   |,0.143519,4.66667,N/A,2,N/A,4,N/A,2 4,N/A,N/A,N/A,N/A,N/A,N/A
| 1 | 2 |   | 4 |   |   |   |   | 9 |,0.0904064,8.19444,N/A,2,1 2,4,1 4,2 4,1 2 4,N/A,9,1 9,2 9,1 2 9
| 1 | 2 |   | 4 |   |   |   | 8 |   |,0.125322,5.25,N/A,2,1 2,4,1 4,2 4,1 2 4,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 |   |   |   |   | 9 |,0.0416667,11.5278,N/A,2,N/A,4,N/A,2 4,N/A,N/A,9,N/A,2 9,N/A
|   | 2 |   | 4 |   |   |   | 8 |   |,0.0559414,9.5,N/A,2,N/A,4,N/A,2 4,N/A,8,N/A,2 8,N/A,4 8
| 1 | 2 |   | 4 |   |   |   | 8 | 9 |,0.0556091,11.4444,N/A,2,1 2,4,1 4,2 4,1 2 4,8,9,1 9,2 9,4 8
| 1 | 2 |   | 4 |   |   | 7 |   |   |,0.134002,4.30556,N/A,2,1 2,4,1 4,2 4,7,1 7,2 7,1 2 7,4 7,1 4 7
|   | 2 |   | 4 |   |   | 7 |   |   |,0.070216,7.88889,N/A,2,N/A,4,N/A,2 4,7,N/A,2 7,N/A,4 7,N/A
| 1 | 2 |   | 4 |   |   | 7 |   | 9 |,0.069816,9.66667,N/A,2,1 2,4,1 4,2 4,7,1 7,9,1 9,2 9,1 2 9
|   | 2 |   | 4 |   |   |   | 8 | 9 |,0.0258059,15.4444,N/A,2,N/A,4,N/A,2 4,N/A,8,9,2 8,2 9,4 8
| 1 | 2 |   | 4 |   |   | 7 | 8 |   |,0.0902349,7.91667,N/A,2,1 2,4,1 4,2 4,7,8,1 8,2 8,4 7,4 8
|   | 2 |   | 4 |   |   | 7 |   | 9 |,0.0279492,15.6111,N/A,2,N/A,4,N/A,2 4,7,N/A,9,N/A,2 9,N/A
|   | 2 |   | 4 |   |   | 7 | 8 |   |,0.0527263,11.1667,N/A,2,N/A,4,N/A,2 4,7,8,2 7,2 8,4 7,4 8
| 1 | 2 |   | 4 |   |   | 7 | 8 | 9 |,0.0489681,13.25,N/A,2,1 2,4,1 4,2 4,7,8,9,1 9,2 9,4 8
| 1 | 2 |   | 4 |   | 6 |   |   |   |,0.129565,3.61111,N/A,2,1 2,4,1 4,6,1 6,2 6,1 2 6,4 6,1 4 6,2 4 6
|   | 2 |   | 4 |   | 6 |   |   |   |,0.0767747,7.66667,N/A,2,N/A,4,N/A,6,N/A,2 6,N/A,4 6,N/A,2 4 6
| 1 | 2 |   | 4 |   | 6 |   |   | 9 |,0.0712449,8.97222,N/A,2,1 2,4,1 4,6,1 6,2 6,9,1 9,2 9,1 2 9
| 1 | 2 |   | 4 |   | 6 |   | 8 |   |,0.0920996,7.25,N/A,2,1 2,4,1 4,6,1 6,8,1 8,2 8,1 2 8,4 8
|   | 2 |   | 4 |   | 6 |   |   | 9 |,0.0358368,13.6111,N/A,2,N/A,4,N/A,6,N/A,2 6,9,4 6,2 9,2 4 6
|   | 2 |   | 4 |   | 6 |   | 8 |   |,0.0363083,14.3056,N/A,2,N/A,4,N/A,6,N/A,8,N/A,2 8,N/A,4 8
| 1 | 2 |   | 4 |   | 6 |   | 8 | 9 |,0.0508979,12.3056,N/A,2,1 2,4,1 4,6,1 6,8,9,2 8,2 9,4 8
|   | 2 |   | 4 |   |   | 7 | 8 | 9 |,0.0233149,17.9167,N/A,2,N/A,4,N/A,2 4,7,8,9,2 8,4 7,4 8
| 1 | 2 |   | 4 |   | 6 | 7 |   |   |,0.11667,5.86111,N/A,2,1 2,4,1 4,6,7,2 6,2 7,4 6,4 7,2 4 6
|   | 2 |   | 4 |   | 6 | 7 |   |   |,0.0770319,9.16667,N/A,2,N/A,4,N/A,6,7,2 6,2 7,4 6,4 7,2 4 6
| 1 | 2 |   | 4 |   | 6 | 7 |   | 9 |,0.0644792,10.5278,N/A,2,1 2,4,1 4,6,7,2 6,9,1 9,2 9,2 4 6
|   | 2 |   | 4 |   | 6 |   | 8 | 9 |,0.0214859,19.3889,N/A,2,N/A,4,N/A,6,N/A,8,9,4 6,2 9,4 8
